customer_id,risk_score,fraud_occurrence
cust102540,0.31,0
cust102541,0.22,0
cust102542,0.18,0
cust102543,0.32,0
cust102544,0.26,0
cust102545,0.06,0
cust102546,0.37,0
cust102547,0.32,0
cust102548,0.21,0
cust102549,0.22,0
cust102550,0.36,0
cust102551,0.4,0
cust102552,0.27,0
cust102553,0.06,0
cust102554,0.21,0
cust102555,0.3,0
cust102556,0.1,0
cust102557,0.06,0
cust102558,0.2,0
cust102559,0.21,1
cust102560,0.25,0
cust102561,0.35,0
cust102562,0.0,0
cust102563,0.21,0
cust102564,0.18,0
cust102565,0.2,0
cust102566,0.22,0
cust102567,0.32,0
cust102568,0.27,0
cust102569,0.19,0
cust102570,0.21,0
cust102571,0.21,0
cust102572,0.18,0
cust102573,0.36,0
cust102574,0.0,0
cust102575,0.03,0
cust102576,0.39,0
cust102577,0.27,0
cust102578,0.28,0
cust102579,0.34,0
cust102580,0.0,0
cust102581,0.37,0
cust102582,0.06,0
cust102583,0.08,0
cust102584,0.32,1
cust102585,0.06,0
cust102586,0.26,1
cust102587,0.37,0
cust102588,0.12,0
cust102589,0.13,0
cust102590,0.28,0
cust102591,0.31,1
cust102592,0.24,0
cust102593,0.01,1
cust102594,0.39,1
cust102595,0.27,0
cust102596,0.0,0
cust102597,0.09,0
cust102598,0.07,0
cust102599,0.11,0
cust102600,0.23,0
cust102601,0.11,0
cust102602,0.35,0
cust102603,0.33,0
cust102604,0.21,0
cust102605,0.07,0
cust102606,0.2,0
cust102607,0.25,0
cust102608,0.34,0
cust102609,0.14,0
cust102610,0.21,0
cust102611,0.08,0
cust102612,0.14,0
cust102613,0.34,0
cust102614,0.39,0
cust102615,0.16,0
cust102616,0.17,0
cust102617,0.11,0
cust102618,0.02,0
cust102619,0.24,0
cust102620,0.26,0
cust102621,0.27,0
cust102622,0.2,0
cust102623,0.26,0
cust102624,0.22,0
cust102625,0.35,1
cust102626,0.24,0
cust102627,0.37,0
cust102628,0.33,0
cust102629,0.24,0
cust102630,0.05,0
cust102631,0.26,0
cust102632,0.24,0
cust102633,0.43,1
cust102634,0.29,0
cust102635,0.06,0
cust102636,0.1,0
cust102637,0.32,0
cust102638,0.18,0
cust102639,0.06,0
cust102640,0.26,0
cust102641,0.26,0
cust102642,0.19,0
cust102643,0.3,0
cust102644,0.19,0
cust102645,0.42,0
cust102646,0.07,0
cust102647,0.31,0
cust102648,0.32,0
cust102649,0.35,1
cust102650,0.18,0
cust102651,0.15,0
cust102652,0.41,0
cust102653,0.27,0
cust102654,0.13,0
cust102655,0.3,0
cust102656,0.39,0
cust102657,0.28,0
cust102658,0.11,0
cust102659,0.32,0
cust102660,0.02,0
cust102661,0.29,1
cust102662,0.32,0
cust102663,0.17,0
cust102664,0.23,0
cust102665,0.22,0
cust102666,0.14,0
cust102667,0.1,0
cust102668,0.17,0
cust102669,0.13,0
cust102670,0.38,0
cust102671,0.04,0
cust102672,0.42,0
cust102673,0.17,0
cust102674,0.11,0
cust102675,0.13,0
cust102676,0.08,0
cust102677,0.0,0
cust102678,0.3,0
cust102679,0.18,0
cust102680,0.1,0
cust102681,0.04,0
cust102682,0.13,0
cust102683,0.05,0
cust102684,0.36,0
cust102685,0.0,0
cust102686,0.09,0
cust102687,0.09,0
cust102688,0.26,0
cust102689,0.23,0
cust102690,0.18,0
cust102691,0.18,0
cust102692,0.25,0
cust102693,0.1,0
cust102694,0.26,0
cust102695,0.04,0
cust102696,0.26,0
cust102697,0.14,0
cust102698,0.34,0
cust102699,0.05,0
cust102700,0.15,0
cust102701,0.1,0
cust102702,0.31,0
cust102703,0.03,0
cust102704,0.31,0
cust102705,0.26,0
cust102706,0.27,0
cust102707,0.12,0
cust102708,0.26,0
cust102709,0.41,0
cust102710,0.12,0
cust102711,0.23,0
cust102712,0.17,0
cust102713,0.07,0
cust102714,0.1,0
cust102715,0.26,1
cust102716,0.19,0
cust102717,0.0,0
cust102718,0.26,0
cust102719,0.16,0
cust102720,0.31,0
cust102721,0.12,0
cust102722,0.48,0
cust102723,0.09,0
cust102724,0.29,0
cust102725,0.07,0
cust102726,0.22,0
cust102727,0.06,1
cust102728,0.35,0
cust102729,0.2,0
cust102730,0.38,0
cust102731,0.19,0
cust102732,0.01,0
cust102733,0.1,0
cust102734,0.15,0
cust102735,0.37,1
cust102736,0.53,0
cust102737,0.19,0
cust102738,0.24,0
cust102739,0.35,0
cust102740,0.06,0
cust102741,0.16,0
cust102742,0.28,0
cust102743,0.24,0
cust102744,0.19,0
cust102745,0.08,0
cust102746,0.21,0
cust102747,0.29,0
cust102748,0.11,0
cust102749,0.21,0
cust102750,0.45,0
cust102751,0.26,0
cust102752,0.27,0
cust102753,0.08,0
cust102754,0.13,0
cust102755,0.16,0
cust102756,0.1,0
cust102757,0.05,0
cust102758,0.01,0
cust102759,0.18,0
cust102760,0.3,0
cust102761,0.27,0
cust102762,0.28,0
cust102763,0.31,0
cust102764,0.1,0
cust102765,0.12,0
cust102766,0.17,0
cust102767,0.09,0
cust102768,0.23,0
cust102769,0.12,0
cust102770,0.33,0
cust102771,0.09,0
cust102772,0.27,0
cust102773,0.4,0
cust102774,0.05,0
cust102775,0.13,0
cust102776,0.11,0
cust102777,0.07,0
cust102778,0.23,0
cust102779,0.26,0
cust102780,0.11,0
cust102781,0.14,0
cust102782,0.23,0
cust102783,0.24,0
cust102784,0.07,0
cust102785,0.48,0
cust102786,0.17,0
cust102787,0.21,0
cust102788,0.12,0
cust102789,0.17,0
cust102790,0.09,0
cust102791,0.4,0
cust102792,0.0,0
cust102793,0.18,1
cust102794,0.28,0
cust102795,0.01,0
cust102796,0.26,0
cust102797,0.36,0
cust102798,0.24,0
cust102799,0.2,0
cust102800,0.2,0
cust102801,0.17,0
cust102802,0.27,0
cust102803,0.1,0
cust102804,0.24,0
cust102805,0.16,0
cust102806,0.13,0
cust102807,0.06,0
cust102808,0.28,0
cust102809,0.13,0
cust102810,0.33,1
cust102811,0.2,1
cust102812,0.2,0
cust102813,0.07,0
cust102814,0.08,0
cust102815,0.27,0
cust102816,0.19,0
cust102817,0.21,0
cust102818,0.28,0
cust102819,0.26,0
cust102820,0.16,0
cust102821,0.55,0
cust102822,0.58,0
cust102823,0.25,0
cust102824,0.03,0
cust102825,0.09,0
cust102826,0.27,0
cust102827,0.13,0
cust102828,0.19,0
cust102829,0.0,0
cust102830,0.25,0
cust102831,0.35,0
cust102832,0.05,0
cust102833,0.16,0
cust102834,0.16,0
cust102835,0.0,0
cust102836,0.14,0
cust102837,0.13,0
cust102838,0.03,0
cust102839,0.1,0
cust102840,0.23,0
cust102841,0.24,0
cust102842,0.24,0
cust102843,0.13,0
cust102844,0.1,0
cust102845,0.22,0
cust102846,0.15,0
cust102847,0.32,0
cust102848,0.34,0
cust102849,0.14,1
cust102850,0.0,0
cust102851,0.22,0
cust102852,0.12,0
cust102853,0.3,0
cust102854,0.28,0
cust102855,0.07,0
cust102856,0.33,0
cust102857,0.37,0
cust102858,0.25,0
cust102859,0.27,0
cust102860,0.14,0
cust102861,0.1,1
cust102862,0.35,0
cust102863,0.23,0
cust102864,0.19,0
cust102865,0.19,0
cust102866,0.29,0
cust102867,0.17,0
cust102868,0.14,1
cust102869,0.16,0
cust102870,0.18,1
cust102871,0.14,0
cust102872,0.21,0
cust102873,0.14,0
cust102874,0.15,0
cust102875,0.44,0
cust102876,0.2,0
cust102877,0.4,0
cust102878,0.08,0
cust102879,0.29,0
cust102880,0.2,0
cust102881,0.4,0
cust102882,0.14,0
cust102883,0.42,0
cust102884,0.13,0
cust102885,0.2,0
cust102886,0.06,0
cust102887,0.2,0
cust102888,0.18,0
cust102889,0.07,0
cust102890,0.0,0
cust102891,0.31,0
cust102892,0.26,0
cust102893,0.12,0
cust102894,0.19,0
cust102895,0.11,0
cust102896,0.18,0
cust102897,0.23,0
cust102898,0.24,0
cust102899,0.14,0
cust102900,0.17,0
cust102901,0.26,1
cust102902,0.12,0
cust102903,0.13,0
cust102904,0.21,0
cust102905,0.26,0
cust102906,0.15,0
cust102907,0.3,0
cust102908,0.19,0
cust102909,0.12,0
cust102910,0.21,0
cust102911,0.03,0
cust102912,0.0,0
cust102913,0.24,0
cust102914,0.0,0
cust102915,0.1,0
cust102916,0.32,0
cust102917,0.24,0
cust102918,0.1,0
cust102919,0.2,0
cust102920,0.03,1
cust102921,0.06,0
cust102922,0.18,0
cust102923,0.27,0
cust102924,0.2,0
cust102925,0.19,0
cust102926,0.12,0
cust102927,0.21,0
cust102928,0.3,0
cust102929,0.33,0
cust102930,0.24,0
cust102931,0.21,0
cust102932,0.24,0
cust102933,0.26,0
cust102934,0.14,1
cust102935,0.16,0
cust102936,0.12,0
cust102937,0.12,0
cust102938,0.43,0
cust102939,0.29,0
cust102940,0.12,0
cust102941,0.21,0
cust102942,0.24,0
cust102943,0.19,0
cust102944,0.08,0
cust102945,0.37,0
cust102946,0.06,1
cust102947,0.3,0
cust102948,0.21,0
cust102949,0.1,1
cust102950,0.18,0
cust102951,0.0,0
cust102952,0.23,1
cust102953,0.29,0
cust102954,0.14,1
cust102955,0.24,0
cust102956,0.0,0
cust102957,0.14,1
cust102958,0.04,0
cust102959,0.31,0
cust102960,0.22,0
cust102961,0.19,0
cust102962,0.18,0
cust102963,0.17,0
cust102964,0.29,0
cust102965,0.07,0
cust102966,0.31,0
cust102967,0.28,0
cust102968,0.32,0
cust102969,0.16,0
cust102970,0.33,0
cust102971,0.32,0
cust102972,0.25,0
cust102973,0.33,0
cust102974,0.15,0
cust102975,0.19,0
cust102976,0.36,0
cust102977,0.44,0
cust102978,0.0,0
cust102979,0.31,0
cust102980,0.05,0
cust102981,0.23,0
cust102982,0.13,0
cust102983,0.22,0
cust102984,0.16,0
cust102985,0.25,0
cust102986,0.28,0
cust102987,0.16,0
cust102988,0.28,0
cust102989,0.17,0
cust102990,0.28,0
cust102991,0.34,0
cust102992,0.22,0
cust102993,0.23,0
cust102994,0.0,0
cust102995,0.11,1
cust102996,0.13,0
cust102997,0.18,0
cust102998,0.03,0
cust102999,0.04,0
cust103000,0.19,0
cust103001,0.22,0
cust103002,0.32,0
cust103003,0.37,0
cust103004,0.26,0
cust103005,0.16,0
cust103006,0.28,0
cust103007,0.1,0
cust103008,0.23,0
cust103009,0.41,0
cust103010,0.38,0
cust103011,0.16,0
cust103012,0.32,0
cust103013,0.15,0
cust103014,0.13,0
cust103015,0.01,0
cust103016,0.26,0
cust103017,0.24,0
cust103018,0.32,1
cust103019,0.3,0
cust103020,0.16,0
cust103021,0.3,0
cust103022,0.43,1
cust103023,0.48,0
cust103024,0.29,0
cust103025,0.23,0
cust103026,0.25,0
cust103027,0.21,0
cust103028,0.13,0
cust103029,0.39,0
cust103030,0.29,0
cust103031,0.22,0
cust103032,0.38,0
cust103033,0.3,1
cust103034,0.05,0
cust103035,0.35,0
cust103036,0.15,0
cust103037,0.04,0
cust103038,0.23,0
cust103039,0.16,0
cust103040,0.11,0
cust103041,0.39,0
cust103042,0.21,0
cust103043,0.19,0
cust103044,0.17,0
cust103045,0.15,0
cust103046,0.22,0
cust103047,0.16,0
cust103048,0.59,0
cust103049,0.07,0
cust103050,0.21,0
cust103051,0.14,0
cust103052,0.12,0
cust103053,0.12,0
cust103054,0.2,0
cust103055,0.31,1
cust103056,0.34,0
cust103057,0.28,0
cust103058,0.15,0
cust103059,0.43,0
cust103060,0.41,0
cust103061,0.41,0
cust103062,0.14,0
cust103063,0.27,0
cust103064,0.29,0
cust103065,0.27,0
cust103066,0.27,0
cust103067,0.27,0
cust103068,0.16,0
cust103069,0.34,0
cust103070,0.37,0
cust103071,0.28,0
cust103072,0.21,0
cust103073,0.25,0
cust103074,0.35,0
cust103075,0.18,0
cust103076,0.28,0
cust103077,0.11,0
cust103078,0.25,0
cust103079,0.05,0
cust103080,0.06,0
cust103081,0.45,1
cust103082,0.22,0
cust103083,0.33,0
cust103084,0.0,0
cust103085,0.17,0
cust103086,0.18,0
cust103087,0.13,0
cust103088,0.22,0
cust103089,0.1,0
cust103090,0.35,0
cust103091,0.28,0
cust103092,0.06,0
cust103093,0.26,0
cust103094,0.24,0
cust103095,0.39,0
cust103096,0.33,0
cust103097,0.07,0
cust103098,0.11,0
cust103099,0.32,1
cust103100,0.04,0
cust103101,0.27,0
cust103102,0.12,0
cust103103,0.26,0
cust103104,0.26,0
cust103105,0.24,0
cust103106,0.11,0
cust103107,0.2,0
cust103108,0.35,0
cust103109,0.18,0
cust103110,0.25,0
cust103111,0.4,0
cust103112,0.43,0
cust103113,0.39,0
cust103114,0.22,0
cust103115,0.21,0
cust103116,0.18,0
cust103117,0.14,0
cust103118,0.18,0
cust103119,0.03,0
cust103120,0.27,0
cust103121,0.17,0
cust103122,0.34,0
cust103123,0.33,0
cust103124,0.37,0
cust103125,0.11,0
cust103126,0.17,1
cust103127,0.11,0
cust103128,0.01,0
cust103129,0.12,0
cust103130,0.1,0
cust103131,0.34,0
cust103132,0.0,0
cust103133,0.26,0
cust103134,0.17,0
cust103135,0.15,0
cust103136,0.16,0
cust103137,0.26,0
cust103138,0.19,0
cust103139,0.49,0
cust103140,0.22,1
cust103141,0.14,0
cust103142,0.14,0
cust103143,0.17,0
cust103144,0.39,0
cust103145,0.27,0
cust103146,0.37,0
cust103147,0.05,0
cust103148,0.14,0
cust103149,0.21,0
cust103150,0.18,0
cust103151,0.28,0
cust103152,0.33,0
cust103153,0.16,0
cust103154,0.0,0
cust103155,0.09,0
cust103156,0.06,0
cust103157,0.27,0
cust103158,0.45,0
cust103159,0.24,0
cust103160,0.42,0
cust103161,0.24,1
cust103162,0.33,0
cust103163,0.24,0
cust103164,0.29,0
cust103165,0.09,0
cust103166,0.16,0
cust103167,0.38,0
cust103168,0.31,1
cust103169,0.04,0
cust103170,0.33,0
cust103171,0.35,0
cust103172,0.17,0
cust103173,0.24,0
cust103174,0.13,0
cust103175,0.24,0
cust103176,0.22,0
cust103177,0.15,0
cust103178,0.2,0
cust103179,0.13,0
cust103180,0.28,0
cust103181,0.12,0
cust103182,0.24,0
cust103183,0.23,0
cust103184,0.11,0
cust103185,0.15,0
cust103186,0.24,0
cust103187,0.36,0
cust103188,0.12,0
cust103189,0.19,0
cust103190,0.18,0
cust103191,0.0,0
cust103192,0.18,0
cust103193,0.29,0
cust103194,0.29,0
cust103195,0.14,0
cust103196,0.26,0
cust103197,0.17,0
cust103198,0.24,0
cust103199,0.31,0
cust103200,0.12,0
cust103201,0.26,0
cust103202,0.0,0
cust103203,0.32,0
cust103204,0.01,0
cust103205,0.19,0
cust103206,0.18,1
cust103207,0.3,0
cust103208,0.41,0
cust103209,0.18,0
cust103210,0.2,0
cust103211,0.07,0
cust103212,0.27,0
cust103213,0.32,0
cust103214,0.34,0
cust103215,0.08,0
cust103216,0.1,0
cust103217,0.31,0
cust103218,0.31,0
cust103219,0.0,0
cust103220,0.1,0
cust103221,0.0,0
cust103222,0.18,0
cust103223,0.22,0
cust103224,0.24,0
cust103225,0.25,0
cust103226,0.28,0
cust103227,0.19,0
cust103228,0.02,0
cust103229,0.23,0
cust103230,0.29,0
cust103231,0.03,0
cust103232,0.08,0
cust103233,0.34,0
cust103234,0.4,0
cust103235,0.14,0
cust103236,0.04,0
cust103237,0.13,0
cust103238,0.1,0
cust103239,0.15,0
cust103240,0.3,0
cust103241,0.0,0
cust103242,0.0,0
cust103243,0.43,1
cust103244,0.1,0
cust103245,0.34,0
cust103246,0.0,0
cust103247,0.3,0
cust103248,0.03,0
cust103249,0.08,0
cust103250,0.03,0
cust103251,0.27,0
cust103252,0.08,0
cust103253,0.08,0
cust103254,0.28,0
cust103255,0.39,0
cust103256,0.25,0
cust103257,0.23,0
cust103258,0.29,0
cust103259,0.4,0
cust103260,0.17,0
cust103261,0.08,0
cust103262,0.42,0
cust103263,0.37,0
cust103264,0.05,0
cust103265,0.3,0
cust103266,0.25,0
cust103267,0.19,0
cust103268,0.06,0
cust103269,0.03,0
cust103270,0.13,0
cust103271,0.19,0
cust103272,0.4,0
cust103273,0.03,1
cust103274,0.32,0
cust103275,0.23,0
cust103276,0.3,0
cust103277,0.44,0
cust103278,0.15,0
cust103279,0.22,0
cust103280,0.0,0
cust103281,0.12,0
cust103282,0.39,0
cust103283,0.44,0
cust103284,0.22,0
cust103285,0.19,0
cust103286,0.26,0
cust103287,0.24,0
cust103288,0.47,0
cust103289,0.08,0
cust103290,0.0,0
cust103291,0.11,0
cust103292,0.03,0
cust103293,0.21,0
cust103294,0.21,0
cust103295,0.02,0
cust103296,0.2,0
cust103297,0.16,0
cust103298,0.23,0
cust103299,0.12,0
cust103300,0.15,0
cust103301,0.17,0
cust103302,0.36,1
cust103303,0.06,0
cust103304,0.13,0
cust103305,0.21,0
cust103306,0.19,0
cust103307,0.34,0
cust103308,0.16,0
cust103309,0.24,0
cust103310,0.2,0
cust103311,0.1,0
cust103312,0.16,0
cust103313,0.2,1
cust103314,0.1,0
cust103315,0.51,0
cust103316,0.23,0
cust103317,0.33,0
cust103318,0.4,0
cust103319,0.44,0
cust103320,0.0,0
cust103321,0.12,0
cust103322,0.03,0
cust103323,0.14,0
cust103324,0.16,0
cust103325,0.02,0
cust103326,0.33,0
cust103327,0.35,0
cust103328,0.12,0
cust103329,0.28,0
cust103330,0.3,0
cust103331,0.28,0
cust103332,0.04,0
cust103333,0.49,0
cust103334,0.45,0
cust103335,0.14,1
cust103336,0.14,0
cust103337,0.04,0
cust103338,0.27,0
cust103339,0.2,0
cust103340,0.26,1
cust103341,0.15,0
cust103342,0.05,0
cust103343,0.08,0
cust103344,0.13,0
cust103345,0.22,0
cust103346,0.17,0
cust103347,0.29,0
cust103348,0.28,0
cust103349,0.31,0
cust103350,0.24,0
cust103351,0.42,0
cust103352,0.46,0
cust103353,0.14,0
cust103354,0.07,0
cust103355,0.29,0
cust103356,0.27,0
cust103357,0.3,1
cust103358,0.14,0
cust103359,0.08,0
cust103360,0.18,0
cust103361,0.41,0
cust103362,0.18,0
cust103363,0.28,0
cust103364,0.13,0
cust103365,0.09,0
cust103366,0.1,0
cust103367,0.0,1
cust103368,0.12,0
cust103369,0.31,0
cust103370,0.21,0
cust103371,0.1,0
cust103372,0.19,0
cust103373,0.23,0
cust103374,0.3,0
cust103375,0.11,0
cust103376,0.2,0
cust103377,0.24,0
cust103378,0.33,0
cust103379,0.05,1
cust103380,0.16,0
cust103381,0.0,0
cust103382,0.1,0
cust103383,0.24,0
cust103384,0.41,0
cust103385,0.17,0
cust103386,0.15,0
cust103387,0.08,0
cust103388,0.04,0
cust103389,0.1,0
cust103390,0.27,0
cust103391,0.0,0
cust103392,0.18,0
cust103393,0.12,0
cust103394,0.07,0
cust103395,0.23,0
cust103396,0.1,0
cust103397,0.07,0
cust103398,0.13,0
cust103399,0.01,0
cust103400,0.0,0
cust103401,0.1,0
cust103402,0.06,0
cust103403,0.31,0
cust103404,0.19,0
cust103405,0.06,0
cust103406,0.19,0
cust103407,0.28,1
cust103408,0.27,0
cust103409,0.41,0
cust103410,0.1,0
cust103411,0.35,0
cust103412,0.16,0
cust103413,0.21,0
cust103414,0.1,0
cust103415,0.08,0
cust103416,0.42,0
cust103417,0.43,0
cust103418,0.24,0
cust103419,0.3,0
cust103420,0.23,0
cust103421,0.39,0
cust103422,0.0,0
cust103423,0.4,0
cust103424,0.0,0
cust103425,0.39,0
cust103426,0.46,0
cust103427,0.05,0
cust103428,0.11,0
cust103429,0.2,0
cust103430,0.3,0
cust103431,0.0,0
cust103432,0.18,1
cust103433,0.28,0
cust103434,0.29,1
cust103435,0.28,0
cust103436,0.15,0
cust103437,0.15,0
cust103438,0.13,0
cust103439,0.5,0
cust103440,0.08,0
cust103441,0.23,0
cust103442,0.16,0
cust103443,0.18,0
cust103444,0.24,0
cust103445,0.13,0
cust103446,0.2,0
cust103447,0.15,0
cust103448,0.29,0
cust103449,0.15,0
cust103450,0.21,0
cust103451,0.2,0
cust103452,0.43,0
cust103453,0.42,0
cust103454,0.06,0
cust103455,0.1,0
cust103456,0.02,0
cust103457,0.15,0
cust103458,0.18,0
cust103459,0.11,0
cust103460,0.24,0
cust103461,0.13,0
cust103462,0.19,0
cust103463,0.0,0
cust103464,0.27,0
cust103465,0.08,0
cust103466,0.14,0
cust103467,0.27,0
cust103468,0.02,0
cust103469,0.32,0
cust103470,0.23,0
cust103471,0.23,0
cust103472,0.03,0
cust103473,0.04,0
cust103474,0.2,0
cust103475,0.16,0
cust103476,0.13,0
cust103477,0.18,0
cust103478,0.09,0
cust103479,0.18,0
cust103480,0.26,0
cust103481,0.09,0
cust103482,0.09,0
cust103483,0.18,0
cust103484,0.14,0
cust103485,0.19,0
cust103486,0.2,0
cust103487,0.0,0
cust103488,0.38,0
cust103489,0.17,0
cust103490,0.2,0
cust103491,0.05,0
cust103492,0.16,0
cust103493,0.16,0
cust103494,0.07,0
cust103495,0.17,0
cust103496,0.01,0
cust103497,0.47,0
cust103498,0.22,0
cust103499,0.25,0
cust103500,0.23,0
cust103501,0.1,0
cust103502,0.2,0
cust103503,0.0,0
cust103504,0.07,0
cust103505,0.26,0
cust103506,0.16,0
cust103507,0.0,0
cust103508,0.02,0
cust103509,0.3,0
cust103510,0.0,0
cust103511,0.2,0
cust103512,0.0,0
cust103513,0.3,0
cust103514,0.26,0
cust103515,0.31,0
cust103516,0.15,0
cust103517,0.24,0
cust103518,0.22,0
cust103519,0.04,1
cust103520,0.21,0
cust103521,0.11,0
cust103522,0.05,0
cust103523,0.06,0
cust103524,0.33,0
cust103525,0.3,0
cust103526,0.15,0
cust103527,0.0,0
cust103528,0.27,1
cust103529,0.34,0
cust103530,0.27,0
cust103531,0.17,0
cust103532,0.03,0
cust103533,0.19,0
cust103534,0.09,0
cust103535,0.1,1
cust103536,0.19,0
cust103537,0.12,0
cust103538,0.21,0
cust103539,0.31,0
cust103540,0.02,0
cust103541,0.23,0
cust103542,0.25,0
cust103543,0.16,0
cust103544,0.0,0
cust103545,0.09,0
cust103546,0.47,0
cust103547,0.29,0
cust103548,0.05,0
cust103549,0.15,0
cust103550,0.15,0
cust103551,0.21,0
cust103552,0.23,0
cust103553,0.29,0
cust103554,0.21,0
cust103555,0.09,0
cust103556,0.31,0
cust103557,0.11,0
cust103558,0.26,0
cust103559,0.42,0
cust103560,0.21,0
cust103561,0.0,0
cust103562,0.27,0
cust103563,0.25,0
cust103564,0.07,0
cust103565,0.27,0
cust103566,0.21,1
cust103567,0.07,0
cust103568,0.22,0
cust103569,0.18,0
cust103570,0.0,0
cust103571,0.23,0
cust103572,0.01,0
cust103573,0.25,0
cust103574,0.03,0
cust103575,0.25,0
cust103576,0.21,0
cust103577,0.02,0
cust103578,0.25,0
cust103579,0.32,0
cust103580,0.01,0
cust103581,0.08,0
cust103582,0.06,0
cust103583,0.15,1
cust103584,0.36,0
cust103585,0.19,0
cust103586,0.36,1
cust103587,0.16,0
cust103588,0.34,0
cust103589,0.11,1
cust103590,0.14,0
cust103591,0.0,0
cust103592,0.28,1
cust103593,0.17,0
cust103594,0.13,0
cust103595,0.06,0
cust103596,0.26,0
cust103597,0.23,0
cust103598,0.07,0
cust103599,0.35,0
cust103600,0.19,0
cust103601,0.17,0
cust103602,0.41,0
cust103603,0.18,0
cust103604,0.18,0
cust103605,0.15,0
cust103606,0.46,0
cust103607,0.46,0
cust103608,0.32,0
cust103609,0.18,0
cust103610,0.12,0
cust103611,0.25,0
cust103612,0.2,0
cust103613,0.01,0
cust103614,0.34,0
cust103615,0.14,0
cust103616,0.28,0
cust103617,0.19,0
cust103618,0.19,0
cust103619,0.04,0
cust103620,0.09,0
cust103621,0.12,0
cust103622,0.2,0
cust103623,0.24,0
cust103624,0.17,0
cust103625,0.11,0
cust103626,0.33,0
cust103627,0.2,0
cust103628,0.26,1
cust103629,0.24,0
cust103630,0.09,0
cust103631,0.12,0
cust103632,0.3,0
cust103633,0.43,0
cust103634,0.26,0
cust103635,0.12,0
cust103636,0.35,0
cust103637,0.0,0
cust103638,0.1,0
cust103639,0.35,0
cust103640,0.15,0
cust103641,0.38,0
cust103642,0.0,0
cust103643,0.12,0
cust103644,0.24,0
cust103645,0.22,0
cust103646,0.23,0
cust103647,0.2,0
cust103648,0.12,0
cust103649,0.32,0
cust103650,0.12,0
cust103651,0.05,0
cust103652,0.19,0
cust103653,0.0,0
cust103654,0.3,0
cust103655,0.26,0
cust103656,0.19,0
cust103657,0.12,0
cust103658,0.0,0
cust103659,0.0,0
cust103660,0.28,0
cust103661,0.21,0
cust103662,0.25,0
cust103663,0.18,0
cust103664,0.24,0
cust103665,0.01,0
cust103666,0.28,0
cust103667,0.24,0
cust103668,0.31,0
cust103669,0.21,0
cust103670,0.08,0
cust103671,0.26,0
cust103672,0.06,1
cust103673,0.32,0
cust103674,0.24,0
cust103675,0.12,0
cust103676,0.24,0
cust103677,0.39,0
cust103678,0.08,0
cust103679,0.4,0
cust103680,0.21,0
cust103681,0.33,0
cust103682,0.24,0
cust103683,0.26,0
cust103684,0.42,0
cust103685,0.22,0
cust103686,0.18,0
cust103687,0.22,0
cust103688,0.33,0
cust103689,0.17,0
cust103690,0.09,0
cust103691,0.17,1
cust103692,0.27,0
cust103693,0.2,0
cust103694,0.25,0
cust103695,0.11,0
cust103696,0.36,0
cust103697,0.25,0
cust103698,0.25,0
cust103699,0.2,0
cust103700,0.27,0
cust103701,0.19,0
cust103702,0.18,0
cust103703,0.3,0
cust103704,0.16,0
cust103705,0.19,0
cust103706,0.03,0
cust103707,0.17,0
cust103708,0.05,0
cust103709,0.09,0
cust103710,0.12,0
cust103711,0.43,0
cust103712,0.33,0
cust103713,0.24,0
cust103714,0.24,0
cust103715,0.34,0
cust103716,0.0,0
cust103717,0.05,0
cust103718,0.19,0
cust103719,0.11,0
cust103720,0.04,0
cust103721,0.15,0
cust103722,0.27,0
cust103723,0.31,0
cust103724,0.19,0
cust103725,0.23,0
cust103726,0.27,0
cust103727,0.0,0
cust103728,0.28,0
cust103729,0.0,0
cust103730,0.24,0
cust103731,0.27,0
cust103732,0.27,0
cust103733,0.13,0
cust103734,0.27,0
cust103735,0.27,0
cust103736,0.32,0
cust103737,0.01,0
cust103738,0.1,0
cust103739,0.24,0
cust103740,0.17,0
cust103741,0.28,0
cust103742,0.26,0
cust103743,0.22,0
cust103744,0.25,0
cust103745,0.22,0
cust103746,0.09,0
cust103747,0.26,0
cust103748,0.12,0
cust103749,0.39,0
cust103750,0.33,0
cust103751,0.12,0
cust103752,0.22,0
cust103753,0.03,0
cust103754,0.21,0
cust103755,0.39,0
cust103756,0.22,0
cust103757,0.31,0
cust103758,0.35,0
cust103759,0.22,0
cust103760,0.33,0
cust103761,0.17,0
cust103762,0.23,0
cust103763,0.02,0
cust103764,0.11,0
cust103765,0.16,0
cust103766,0.27,0
cust103767,0.07,0
cust103768,0.22,0
cust103769,0.01,0
cust103770,0.15,0
cust103771,0.12,0
cust103772,0.39,0
cust103773,0.11,0
cust103774,0.18,0
cust103775,0.31,0
cust103776,0.11,0
cust103777,0.25,0
cust103778,0.19,0
cust103779,0.09,0
cust103780,0.11,0
cust103781,0.29,0
cust103782,0.13,0
cust103783,0.29,0
cust103784,0.2,0
cust103785,0.1,0
cust103786,0.19,0
cust103787,0.45,0
cust103788,0.21,0
cust103789,0.11,0
cust103790,0.24,0
cust103791,0.15,0
cust103792,0.03,0
cust103793,0.24,0
cust103794,0.08,0
cust103795,0.35,0
cust103796,0.33,0
cust103797,0.28,0
cust103798,0.2,0
cust103799,0.1,0
cust103800,0.23,0
cust103801,0.11,0
cust103802,0.33,0
cust103803,0.03,0
cust103804,0.37,1
cust103805,0.19,0
cust103806,0.12,0
cust103807,0.06,0
cust103808,0.27,0
cust103809,0.25,0
cust103810,0.29,0
